INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (78086798, 33930659, 509089, 'Pending', '2023-07-22 23:56:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (32551706, 23468972, 615126, 'In Progress', '2023-07-30 22:38:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (42757196, 12872497, 161174, 'Pending', '2024-05-13 09:34:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (21000287, 79836090, 133689, 'In Progress', '2023-10-10 10:34:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (59837672, 29858817, 685930, 'Completed', '2024-04-11 17:26:05.001091', '2024-04-11 18:16:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (59323725, 85337709, 174581, 'Cancelled', '2024-06-13 11:22:05.001091', '2024-06-13 11:32:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (55289391, 67895084, 589694, 'Pending', '2024-05-08 13:44:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (41248998, 67158159, 709925, 'Pending', '2023-10-06 22:47:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (69063546, 47640664, 670719, 'Cancelled', '2024-03-19 18:25:05.001091', '2024-03-19 18:35:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (65180398, 20019099, 138528, 'Completed', '2023-11-30 18:59:05.001091', '2023-11-30 19:49:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (23079927, 33430586, 491707, 'Pending', '2023-06-30 21:07:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (65998739, 48514648, 118135, 'Cancelled', '2023-08-28 02:47:05.001091', '2023-08-28 02:57:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (89682372, 81021647, 615126, 'Completed', '2024-04-28 14:45:05.001091', '2024-04-28 15:35:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (58326450, 20622362, 615126, 'Completed', '2024-01-13 20:41:05.001091', '2024-01-13 21:31:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (10407738, 92968080, 182064, 'Completed', '2024-06-03 19:57:05.001091', '2024-06-03 20:47:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (37636619, 77673015, 978846, 'Cancelled', '2024-04-28 18:38:05.001091', '2024-04-28 18:48:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (56400458, 64142059, 557849, 'In Progress', '2023-08-02 10:29:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (80033786, 70867626, 557849, 'In Progress', '2023-12-03 09:40:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (53721511, 26352959, 974709, 'Completed', '2024-02-06 23:10:05.001091', '2024-02-07 00:00:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (93045382, 21761138, 491707, 'Cancelled', '2024-02-17 02:25:05.001091', '2024-02-17 02:35:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (29552801, 82940226, 437109, 'Cancelled', '2023-11-01 16:33:05.001091', '2023-11-01 16:43:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (15558091, 31053864, 356136, 'Pending', '2023-08-31 21:17:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (54972008, 54744159, 805310, 'Pending', '2024-01-21 09:37:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (15531829, 18830946, 347793, 'In Progress', '2023-07-04 04:26:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (16469209, 51075996, 812358, 'Completed', '2024-02-09 14:27:05.001091', '2024-02-09 15:17:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (12442643, 51450617, 777768, 'Pending', '2023-12-28 20:18:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (36865037, 99890469, 298232, 'In Progress', '2024-03-17 10:54:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (70791974, 50186549, 962397, 'Completed', '2023-07-06 22:03:05.001091', '2023-07-06 22:53:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (13452891, 10308276, 805310, 'In Progress', '2024-05-03 03:02:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (44790757, 93007282, 602461, 'Pending', '2024-03-20 19:27:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (11354975, 36224734, 298232, 'In Progress', '2024-01-28 03:11:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (32338937, 90007075, 759850, 'In Progress', '2023-07-17 07:29:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (83853405, 50280397, 589694, 'In Progress', '2024-05-28 06:15:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (43081197, 18613359, 437109, 'In Progress', '2023-11-07 10:19:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (83262530, 46900627, 322061, 'Completed', '2024-03-17 18:26:05.001091', '2024-03-17 19:16:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (39089676, 89475758, 103638, 'Pending', '2024-05-26 22:19:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (57735601, 10891622, 538141, 'Pending', '2024-06-07 05:08:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (82958047, 93469559, 805310, 'Completed', '2023-08-14 07:01:05.001091', '2023-08-14 07:51:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (79796359, 72723404, 538141, 'Pending', '2024-06-17 10:01:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (46195736, 41332862, 245622, 'Pending', '2023-08-08 21:22:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (51613020, 35497402, 298232, 'Pending', '2023-12-05 12:26:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (36168466, 24435515, 709925, 'Completed', '2024-03-05 19:17:05.001091', '2024-03-05 20:07:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (69790977, 47153897, 356136, 'Pending', '2023-07-20 17:41:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (61433782, 10254646, 300606, 'Cancelled', '2023-09-02 05:36:05.001091', '2023-09-02 05:46:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (52506008, 73671054, 812358, 'Cancelled', '2024-01-06 21:14:05.001091', '2024-01-06 21:24:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (98391403, 53844979, 615126, 'Completed', '2024-01-18 12:06:05.001091', '2024-01-18 12:56:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (45828360, 34400950, 307224, 'Pending', '2024-01-16 21:54:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (99041305, 73488435, 616687, 'Completed', '2024-01-20 19:01:05.001091', '2024-01-20 19:51:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (66011022, 83293574, 245622, 'Cancelled', '2023-09-10 00:19:05.001091', '2023-09-10 00:29:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (30047466, 47989817, 777768, 'Pending', '2024-01-26 15:28:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (31130499, 32041004, 206680, 'Cancelled', '2023-08-18 02:05:05.001091', '2023-08-18 02:15:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (15448735, 54126138, 491707, 'Completed', '2024-02-23 21:25:05.001091', '2024-02-23 22:15:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (18455443, 48166306, 978846, 'Completed', '2023-11-02 12:22:05.001091', '2023-11-02 13:12:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (75173512, 98357810, 882666, 'Pending', '2024-05-17 22:16:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (14529683, 40672597, 709925, 'In Progress', '2023-12-27 13:10:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (16795105, 67434398, 245622, 'Pending', '2023-12-21 04:44:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (95126890, 32402105, 579127, 'Cancelled', '2024-03-23 14:59:05.001091', '2024-03-23 15:09:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (98411193, 43768469, 103638, 'Cancelled', '2023-08-10 19:34:05.001091', '2023-08-10 19:44:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (29288360, 45474250, 602461, 'In Progress', '2023-08-28 12:19:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (27670479, 94763783, 463214, 'In Progress', '2024-01-01 10:15:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (44793134, 18511505, 754447, 'Cancelled', '2024-01-28 02:43:05.001091', '2024-01-28 02:53:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (65541343, 24766772, 538141, 'In Progress', '2024-03-25 12:51:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (94678779, 61100761, 307224, 'Completed', '2023-12-15 14:53:05.001091', '2023-12-15 15:43:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (83349616, 64179397, 974709, 'Pending', '2023-08-20 23:27:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (23956325, 99196978, 502854, 'Cancelled', '2023-12-08 11:00:05.001091', '2023-12-08 11:10:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (66930708, 67253839, 754447, 'Pending', '2023-10-08 13:16:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (39712687, 94501884, 754447, 'Pending', '2023-11-13 20:58:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (99619547, 32530363, 174581, 'Pending', '2023-10-18 14:45:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (57843728, 82105718, 615126, 'In Progress', '2023-09-27 04:36:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (98042982, 38655022, 491707, 'In Progress', '2023-09-22 22:45:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (80135039, 19179432, 182064, 'Pending', '2023-11-03 16:13:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (18246509, 88532754, 974709, 'Completed', '2024-05-02 02:35:05.001091', '2024-05-02 03:25:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (74552643, 40321200, 795611, 'Cancelled', '2024-03-15 08:30:05.001091', '2024-03-15 08:40:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (95662847, 82288917, 182064, 'In Progress', '2023-12-20 06:34:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (87838780, 94400694, 962397, 'Cancelled', '2024-05-05 14:07:05.001091', '2024-05-05 14:17:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (36674599, 50891838, 118135, 'Pending', '2023-10-04 09:33:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (77539959, 31106271, 103638, 'Completed', '2023-11-11 00:23:05.001091', '2023-11-11 01:13:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (75233072, 22484837, 118135, 'Completed', '2023-11-03 18:05:05.001091', '2023-11-03 18:55:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (86882387, 84481254, 978846, 'Pending', '2023-09-01 09:15:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (36505991, 76452257, 118135, 'In Progress', '2024-02-22 03:25:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (62685927, 50346774, 206680, 'Pending', '2024-04-03 08:05:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (75084777, 13462484, 491707, 'Cancelled', '2023-11-09 07:47:05.001091', '2023-11-09 07:57:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (60394485, 95288839, 174581, 'Cancelled', '2023-11-16 20:15:05.001091', '2023-11-16 20:25:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (53069755, 12323441, 133689, 'Cancelled', '2023-08-12 03:39:05.001091', '2023-08-12 03:49:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (13553843, 83013676, 463145, 'Cancelled', '2023-11-29 20:37:05.001091', '2023-11-29 20:47:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (18064023, 65395428, 882666, 'Completed', '2023-06-25 13:32:05.001091', '2023-06-25 14:22:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (49004990, 44854950, 174581, 'Cancelled', '2023-09-05 18:29:05.001091', '2023-09-05 18:39:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (70802246, 11219420, 300606, 'Cancelled', '2023-11-28 03:40:05.001091', '2023-11-28 03:50:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (18499124, 79606895, 538141, 'Pending', '2023-08-16 21:51:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (88570515, 34107858, 499720, 'Pending', '2024-05-09 04:43:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (62020718, 18081622, 805310, 'Pending', '2023-07-04 22:06:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (43539562, 28211711, 882666, 'Pending', '2023-11-01 14:22:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (16385818, 17594814, 174581, 'In Progress', '2024-02-03 00:59:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (42942117, 38645932, 437109, 'In Progress', '2023-08-20 20:27:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (65309767, 31074668, 206680, 'Cancelled', '2024-02-06 11:42:05.001091', '2024-02-06 11:52:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (40846626, 90495781, 978846, 'Cancelled', '2023-08-04 22:15:05.001091', '2023-08-04 22:25:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (97985581, 74450892, 643380, 'Pending', '2023-11-26 18:27:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (34497543, 15628413, 538141, 'Cancelled', '2024-02-11 14:41:05.001091', '2024-02-11 14:51:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (89883382, 40167721, 307224, 'Completed', '2023-08-25 00:49:05.001091', '2023-08-25 01:39:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (64336513, 40056876, 709925, 'Pending', '2024-05-21 23:40:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (46268000, 74301930, 812358, 'Pending', '2023-10-11 10:24:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (88711682, 62025234, 557849, 'Completed', '2024-04-22 01:44:05.001091', '2024-04-22 02:34:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (96421678, 64629907, 973965, 'Pending', '2024-02-04 20:41:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (97092311, 25494715, 754447, 'Pending', '2024-04-01 08:49:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (82619770, 59855841, 759850, 'Completed', '2023-12-24 14:56:05.001091', '2023-12-24 15:46:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (21156070, 20359381, 161174, 'Pending', '2024-02-29 07:41:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (67251813, 16198956, 557849, 'Pending', '2023-09-13 07:12:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (44881526, 89731585, 138528, 'Pending', '2024-03-19 23:00:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (39987378, 37958412, 502854, 'Pending', '2023-08-15 05:17:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (56566392, 61585865, 557849, 'In Progress', '2024-04-18 18:11:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (17991234, 93738298, 499720, 'Cancelled', '2024-03-18 12:03:05.001091', '2024-03-18 12:13:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (86409826, 30730660, 161174, 'Cancelled', '2024-02-27 03:20:05.001091', '2024-02-27 03:30:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (49478005, 25485936, 206680, 'In Progress', '2023-08-23 17:58:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (38885067, 17945136, 356136, 'Pending', '2024-01-14 19:40:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (58847503, 52489101, 579127, 'Cancelled', '2023-08-15 03:25:05.001091', '2023-08-15 03:35:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (68579196, 90210844, 161174, 'In Progress', '2024-02-18 22:40:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (49907255, 50657875, 103638, 'Cancelled', '2023-09-16 02:35:05.001091', '2023-09-16 02:45:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (46249488, 78649519, 709925, 'Pending', '2024-04-24 16:12:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (84306169, 43891919, 300606, 'Completed', '2023-08-22 01:27:05.001091', '2023-08-22 02:17:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (84986598, 50121629, 759850, 'Cancelled', '2023-07-26 09:00:05.001091', '2023-07-26 09:10:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (64371732, 35653985, 759850, 'In Progress', '2023-12-05 07:16:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (46456239, 60888481, 509089, 'Completed', '2023-11-07 19:32:05.001091', '2023-11-07 20:22:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (57957834, 76868898, 133689, 'Pending', '2023-08-13 00:29:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (82811020, 53857350, 347793, 'Cancelled', '2023-10-01 10:51:05.001091', '2023-10-01 11:01:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (69767413, 47785005, 499720, 'Cancelled', '2023-12-30 04:47:05.001091', '2023-12-30 04:57:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (58969846, 20941804, 589694, 'Pending', '2023-07-26 12:20:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (13749732, 45675886, 307224, 'Pending', '2024-06-12 18:04:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (46133766, 41738292, 589694, 'Completed', '2024-01-07 09:30:05.001091', '2024-01-07 10:20:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (94947656, 22886742, 499720, 'Completed', '2023-12-24 02:40:05.001091', '2023-12-24 03:30:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (44660896, 92724136, 616687, 'Pending', '2023-12-28 21:39:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (38767384, 98251095, 962397, 'Completed', '2023-07-20 14:58:05.001091', '2023-07-20 15:48:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (39443617, 98499567, 322061, 'In Progress', '2024-04-03 23:32:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (21914633, 27578000, 322061, 'In Progress', '2024-01-19 02:41:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (66990043, 38995777, 322061, 'Pending', '2024-01-27 06:07:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (86608730, 15867438, 616687, 'In Progress', '2024-02-21 11:13:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (12680362, 85957918, 538141, 'Cancelled', '2024-02-08 17:40:05.001091', '2024-02-08 17:50:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (94223181, 83293574, 579127, 'In Progress', '2024-01-02 04:52:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (40253122, 78329511, 602461, 'Completed', '2023-07-23 02:31:05.001091', '2023-07-23 03:21:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (97906281, 21291984, 118135, 'Completed', '2024-01-26 14:35:05.001091', '2024-01-26 15:25:05.001091');
