INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (72824099, 491377, '897122', '2024-03-16 05:08:00.175614', 'Pending', 768.5, {'788': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (20864291, 942891, '549469', '2024-06-12 15:23:00.175614', 'Completed', 401.34000000000003, {'946': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (87234710, 753328, '516536', '2024-05-02 03:02:00.175614', 'Pending', 222.51, {'404': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (89790933, 874850, '161763', '2024-01-20 13:13:00.175614', 'In Progress', 59.88, {'221': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (10824260, 238870, '365193', '2023-08-01 14:48:00.175614', 'Cancelled', 253.79999999999998, {'582': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (15849175, 538839, '882689', '2023-11-14 01:58:00.175614', 'Pending', 793.8000000000001, {'911': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (89825006, 514555, '400851', '2024-04-13 03:30:00.175614', 'In Progress', 79.81, {'219': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (20823054, 283172, '882689', '2024-04-21 04:39:00.175614', 'Completed', 179.28, {'567': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (91078938, 697825, '549469', '2024-06-15 21:27:00.175614', 'In Progress', 313.8, {'905': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (77870240, 191035, '216182', '2024-04-12 13:02:00.175614', 'Pending', 159.72, {'853': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (58990548, 990404, '161763', '2024-01-18 14:34:00.175614', 'Cancelled', 301.2, {'755': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (20664702, 302763, '516536', '2023-11-14 20:21:00.175614', 'Pending', 364.0, {'629': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (39184090, 513255, '161763', '2023-11-26 02:37:00.175614', 'Cancelled', 278.90999999999997, {'408': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (50862050, 920393, '516536', '2023-09-06 04:40:00.175614', 'Pending', 638.0500000000001, {'888': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (46806515, 948769, '202305', '2023-11-24 14:34:00.175614', 'Completed', 153.84, {'495': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (57592104, 491377, '897122', '2023-10-07 08:09:00.175614', 'Completed', 260.7, {'851': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (64372381, 977611, '400851', '2024-05-13 11:54:00.175614', 'Cancelled', 220.64999999999998, {'234': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (18854388, 534819, '516536', '2023-11-19 17:39:00.175614', 'Pending', 93.2, {'727': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (42758988, 921982, '897122', '2024-04-11 02:57:00.175614', 'In Progress', 555.0, {'958': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (37994685, 227496, '882689', '2024-03-31 00:04:00.175614', 'In Progress', 294.16, {'175': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (52552332, 482179, '216182', '2023-12-22 16:15:00.175614', 'Completed', 458.28, {'954': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (21083197, 361711, '161763', '2024-03-23 05:17:00.175614', 'Completed', 325.08, {'180': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (63859110, 261325, '202305', '2023-08-31 04:46:00.175614', 'Completed', 544.7, {'632': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (64402156, 680609, '882689', '2024-01-29 15:30:00.175614', 'Pending', 110.31, {'175': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (39943876, 239740, '516536', '2024-02-10 14:55:00.175614', 'Cancelled', 856.0, {'228': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (14616531, 356008, '549469', '2024-06-17 22:29:00.175614', 'Cancelled', 839.61, {'842': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (42852501, 514555, '549469', '2024-02-21 21:45:00.175614', 'In Progress', 187.8, {'210': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (79018440, 270807, '202305', '2023-08-15 13:17:00.175614', 'Completed', 784.32, {'723': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (54522589, 343471, '161763', '2023-11-19 22:57:00.175614', 'Cancelled', 371.88, {'408': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (53447412, 361711, '549469', '2024-03-02 02:33:00.175614', 'In Progress', 997.5, {'925': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (67620582, 144409, '365193', '2024-05-03 06:41:00.175614', 'In Progress', 144.1, {'426': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (45397758, 270807, '856996', '2023-10-18 00:03:00.175614', 'Completed', 123.62, {'127': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (49541057, 803409, '882689', '2023-08-06 23:35:00.175614', 'In Progress', 512.0, {'663': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (58890537, 697825, '516536', '2024-06-20 23:37:00.175614', 'Completed', 652.82, {'384': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (19904907, 977611, '400851', '2023-10-13 08:41:00.175614', 'In Progress', 81.41000000000001, {'351': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (88909359, 920393, '202305', '2024-04-02 05:18:00.175614', 'Cancelled', 217.88, {'632': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (32530363, 385466, '216182', '2024-04-10 05:05:00.175614', 'Cancelled', 39.93, {'853': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (27033097, 138379, '856996', '2023-12-04 22:03:00.175614', 'In Progress', 189.96, {'455': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (26978964, 361711, '161763', '2023-09-07 16:01:00.175614', 'In Progress', 408.29999999999995, {'786': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (41440000, 143408, '365193', '2023-11-28 12:37:00.175614', 'In Progress', 172.52, {'840': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (99689830, 138379, '549469', '2023-07-02 10:22:00.175614', 'Pending', 51.449999999999996, {'428': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (45058001, 557467, '216182', '2024-01-22 00:49:00.175614', 'Pending', 318.4, {'137': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (50645203, 743318, '856996', '2023-09-07 02:36:00.175614', 'Cancelled', 603.8100000000001, {'733': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (60453966, 232041, '365193', '2024-04-13 19:06:00.175614', 'Cancelled', 739.44, {'578': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (40813123, 268469, '400851', '2023-10-05 14:45:00.175614', 'In Progress', 486.4, {'313': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (43430306, 492781, '161763', '2024-06-04 20:58:00.175614', 'Completed', 121.32, {'212': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (36482064, 990404, '516536', '2023-07-09 19:22:00.175614', 'In Progress', 467.0, {'744': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (28075566, 721086, '400851', '2024-01-11 09:36:00.175614', 'In Progress', 359.04, {'541': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (23867062, 992222, '549469', '2023-12-08 03:32:00.175614', 'Completed', 231.12, {'317': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (18742247, 491377, '882689', '2023-08-30 17:29:00.175614', 'Cancelled', 838.0, {'148': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (12872497, 746368, '202305', '2023-07-20 22:03:00.175614', 'Pending', 69.34, {'711': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (23023877, 309616, '882689', '2024-01-16 06:55:00.175614', 'Pending', 567.42, {'807': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (52746422, 568773, '856996', '2023-11-14 15:00:00.175614', 'Completed', 841.5, {'127': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (44204214, 278837, '897122', '2023-07-22 18:53:00.175614', 'In Progress', 91.62, {'235': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (88345054, 942357, '856996', '2024-06-09 04:58:00.175614', 'Completed', 759.84, {'455': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (72561473, 513255, '161763', '2024-02-15 20:05:00.175614', 'Pending', 146.79, {'411': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (55617768, 558560, '216182', '2023-07-22 22:20:00.175614', 'Pending', 388.88, {'803': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (57285586, 221700, '400851', '2023-12-30 08:44:00.175614', 'Pending', 194.56, {'313': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (83216455, 916998, '882689', '2023-11-28 13:12:00.175614', 'Cancelled', 157.68, {'969': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (73428157, 916998, '549469', '2023-08-03 12:24:00.175614', 'Pending', 181.68, {'254': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (33980457, 880809, '897122', '2023-11-03 01:52:00.175614', 'Cancelled', 126.18, {'859': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (65658119, 192938, '161763', '2024-03-31 03:28:00.175614', 'Pending', 266.64, {'157': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (49190973, 656995, '202305', '2023-10-01 10:45:00.175614', 'Completed', 490.20000000000005, {'723': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (78452392, 767711, '882689', '2023-08-22 12:55:00.175614', 'Pending', 220.62, {'175': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (12323441, 767711, '856996', '2024-01-12 16:20:00.175614', 'Cancelled', 485.46, {'137': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (82217719, 983564, '856996', '2023-07-15 10:54:00.175614', 'In Progress', 532.1700000000001, {'949': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (53776434, 427701, '400851', '2024-03-06 20:06:00.175614', 'Cancelled', 738.56, {'480': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (14747062, 689285, '216182', '2023-07-21 05:41:00.175614', 'In Progress', 136.35000000000002, {'745': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (49680288, 825617, '216182', '2024-04-06 07:51:00.175614', 'Pending', 611.04, {'954': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (25068906, 942891, '897122', '2023-07-14 02:01:00.175614', 'Pending', 84.12, {'859': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (32402105, 283172, '161763', '2024-03-09 12:25:00.175614', 'Completed', 165.34, {'780': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (32975097, 481767, '161763', '2024-02-10 19:46:00.175614', 'Cancelled', 136.1, {'786': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (89335717, 534819, '516536', '2023-09-12 19:49:00.175614', 'Cancelled', 273.45000000000005, {'888': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (83924104, 705809, '549469', '2023-06-23 06:50:00.175614', 'Cancelled', 61.739999999999995, {'428': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (15581018, 463231, '882689', '2024-01-07 20:31:00.175614', 'In Progress', 70.12, {'699': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (12892165, 942891, '400851', '2024-02-24 18:28:00.175614', 'Pending', 159.62, {'219': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (84481254, 481767, '216182', '2023-12-24 11:16:00.175614', 'Pending', 76.38, {'954': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (13306948, 444722, '882689', '2023-12-16 17:50:00.175614', 'Completed', 196.28, {'603': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (62462098, 491377, '216182', '2024-03-20 08:08:00.175614', 'Pending', 238.79999999999998, {'137': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (42334630, 749548, '365193', '2024-03-11 07:12:00.175614', 'In Progress', 87.54, {'368': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (59114070, 818866, '202305', '2023-11-27 05:53:00.175614', 'Pending', 22.25, {'783': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (83043066, 444722, '400851', '2023-09-08 20:18:00.175614', 'Completed', 733.9, {'974': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (81790615, 880809, '202305', '2023-12-04 06:35:00.175614', 'Cancelled', 917.3000000000001, {'305': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (44916194, 990404, '365193', '2023-12-23 23:43:00.175614', 'In Progress', 225.54, {'943': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (13615980, 641539, '202305', '2023-08-03 07:50:00.175614', 'In Progress', 132.74, {'161': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (51538149, 534819, '161763', '2024-04-15 16:40:00.175614', 'Pending', 724.0, {'958': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (15330590, 309616, '161763', '2024-05-03 11:17:00.175614', 'Pending', 180.1, {'207': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (26761619, 834031, '365193', '2024-03-18 15:47:00.175614', 'Completed', 154.53000000000003, {'344': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (50346774, 437534, '216182', '2023-07-14 22:34:00.175614', 'Cancelled', 135.36, {'647': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (62966343, 983564, '216182', '2024-04-19 16:31:00.175614', 'Pending', 203.04000000000002, {'647': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (21468215, 551369, '549469', '2023-11-20 00:39:00.175614', 'In Progress', 32.86, {'571': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (67957716, 221700, '897122', '2023-09-19 01:34:00.175614', 'Completed', 376.70000000000005, {'719': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (18103559, 343471, '202305', '2023-07-18 11:13:00.175614', 'Cancelled', 154.98, {'620': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (16947370, 558560, '516536', '2023-10-13 19:30:00.175614', 'Cancelled', 528.88, {'151': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (50061167, 239740, '365193', '2024-03-10 18:52:00.175614', 'Cancelled', 880.02, {'701': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (54371499, 533324, '216182', '2023-12-27 13:42:00.175614', 'Pending', 409.05, {'745': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (53312345, 268469, '161763', '2024-06-04 10:22:00.175614', 'Cancelled', 240.96, {'755': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (10252137, 685635, '549469', '2023-11-07 21:20:00.175614', 'Completed', 131.44, {'571': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (53491175, 777605, '202305', '2024-05-21 14:33:00.175614', 'In Progress', 52.52, {'146': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (25649497, 620270, '897122', '2024-03-21 19:22:00.175614', 'In Progress', 84.9, {'537': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (46415871, 278837, '882689', '2023-07-11 16:31:00.175614', 'In Progress', 198.24, {'571': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (63376625, 721086, '216182', '2023-11-24 14:43:00.175614', 'Pending', 127.44999999999999, {'335': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (45650406, 921982, '365193', '2024-01-17 09:10:00.175614', 'In Progress', 195.56, {'701': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (63524020, 139475, '549469', '2023-12-04 05:32:00.175614', 'Cancelled', 401.34000000000003, {'946': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (56335676, 860801, '202305', '2023-10-26 15:38:00.175614', 'Pending', 192.36, {'387': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (57701633, 721495, '897122', '2024-01-09 09:06:00.175614', 'Cancelled', 21.03, {'859': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (15555136, 463231, '897122', '2024-02-27 12:02:00.175614', 'Completed', 158.21999999999997, {'726': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (86934068, 697825, '882689', '2024-02-11 19:34:00.175614', 'In Progress', 220.62, {'175': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (40167721, 557467, '400851', '2023-12-10 07:47:00.175614', 'Cancelled', 449.15999999999997, {'126': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (29803570, 343471, '216182', '2024-02-15 17:20:00.175614', 'Pending', 628.3799999999999, {'333': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (32844629, 568773, '882689', '2023-12-08 04:33:00.175614', 'Completed', 350.6, {'699': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (90275519, 261325, '216182', '2023-09-06 22:06:00.175614', 'Pending', 25.49, {'335': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (15569764, 276541, '897122', '2023-11-04 22:47:00.175614', 'Completed', 51.76, {'113': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (67489676, 270807, '549469', '2024-01-06 07:49:00.175614', 'In Progress', 61.739999999999995, {'428': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (32313556, 777854, '856996', '2024-05-18 14:02:00.175614', 'Completed', 309.05, {'127': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (34464673, 581715, '549469', '2024-05-16 05:48:00.175614', 'Completed', 205.44, {'317': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (90625108, 870232, '216182', '2023-06-24 06:31:00.175614', 'Completed', 525.4, {'393': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (28691554, 437534, '161763', '2023-11-05 12:11:00.175614', 'Completed', 180.72, {'755': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (58980568, 268469, '882689', '2023-11-30 05:13:00.175614', 'Completed', 128.0, {'663': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (52856783, 705809, '897122', '2023-12-21 02:01:00.175614', 'In Progress', 110.92, {'113': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (77459048, 743257, '216182', '2023-10-19 03:09:00.175614', 'Completed', 203.04000000000002, {'647': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (42050441, 223925, '549469', '2024-01-10 19:06:00.175614', 'Pending', 798.0, {'925': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (96900058, 889484, '365193', '2024-06-19 22:21:00.175614', 'In Progress', 350.16, {'368': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (76966141, 714827, '897122', '2024-01-01 07:16:00.175614', 'Completed', 664.11, {'539': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (35243484, 491377, '161763', '2023-09-17 10:13:00.175614', 'Cancelled', 333.29999999999995, {'157': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (98134010, 143408, '882689', '2023-12-04 00:41:00.175614', 'In Progress', 73.92, {'497': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (25659396, 747898, '161763', '2023-09-27 16:24:00.175614', 'Pending', 154.85999999999999, {'914': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (55846304, 678871, '897122', '2024-04-14 19:38:00.175614', 'Completed', 425.76, {'337': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (88167539, 658533, '216182', '2023-11-09 04:49:00.175614', 'Completed', 300.56, {'975': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (82589215, 221700, '516536', '2023-12-08 01:24:00.175614', 'Completed', 438.84999999999997, {'482': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (27830255, 184193, '516536', '2024-01-30 02:30:00.175614', 'In Progress', 198.32999999999998, {'151': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (78065055, 753328, '400851', '2023-09-13 22:47:00.175614', 'Completed', 448.8, {'541': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (83695766, 789959, '882689', '2023-07-04 15:13:00.175614', 'Pending', 334.74, {'207': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (99433951, 192938, '882689', '2024-03-03 12:22:00.175614', 'Cancelled', 419.0, {'148': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (75751231, 268469, '516536', '2024-02-15 21:18:00.175614', 'Completed', 330.55, {'151': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (61822344, 818866, '549469', '2023-08-28 20:31:00.175614', 'Completed', 182.07, {'537': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (69872481, 588456, '202305', '2023-06-27 21:24:00.175614', 'Cancelled', 108.94, {'632': 2});
